submitdate,Wave,startdate,datestamp,sex,age,edu,emplstat_sq001,emplstat_sq002,emplstat_sq003,emplstat_sq004,emplstat_sq005,emplstat_sq006,emplstat_sq007,emplstat_sq008,kidpar,recgov_sq001,recgov_sq003,recgov_sq007,recgov_sq008,recgov_sq09,recgov_sq010,recgov_sq014,recgov_sq011,recgov_sq020,recimp,recgovop,govmotiv,actfreq_sq001,actfreq_sq003,actfreq_sq007,actfreq_sq008,actfreq_sq010,actfreq_sq014,actfreq_sq020,actrate,tgovmeas_sq001,tgovmeas_sq002,tgovmeas_sq003,tgovmeas_sq004,tgovmeas_sq008,tgovmeas_sq009,tgovmeas_sq010,tgovmeas_sq011,tgovmeas_sq012,cvdvacc,fluvac,concern_sq001,concern_sq002,concern_sq004,concern_sq006,concern_sq007,concern_sq011,concern_sq008,concern_sq009,concern_sq016,concern_sq017,concern_sq012,concern_sq013,concern_sq014,concern_sq018,impacvd_sq001,impacvd_sq002,impacvd_sq003,impacvd_sq004,impacvd_sq006,impacvd_sq011,impacvd_sq012,impacvd_sq013,impacvd_sq014,impacvd_sq015,impacvd_sq020,impacvd_sq021,qualife,trustinf_sq001,trustinf_sq002,trustinf_sq003,trustinf_sq004,trustinf_sq005,trustinf_sq006,trustinf_sq007,trustinf_sq008,trustinf_sq009,cvdinf,cvdtest,reastest_sq002,reastest_sq003,reastest_sq004,reastest_sq005,reastest_sq007,reastest_other,stmimp_sq001,stmimp_sq002,stmimp_sq003,stmimp_sq004,stmimp_sq005,stmimp_sq006,stmimp_sq007,stmimp_sq008,stmimp_sq009,hecond_sq001,hecond_sq002,hecond_sq003,hecond_sq004,hecond_sq005,hecond_sq006,hecond_sq007,hecond_sq010,hecond_sq008,hecond_sq009,region,area,city,preg,hoinc,hwork,hcworker,jobdes,survid,age_yrs,recgov_sq002,actfreq_sq002,perinf,impacvd_sq005,impacvd_sq017,medins,recgov_sq004,recgov_sq005,recgov_sq024,recgov_sq013,recgov_sq017,recgov_sq021,recgov_sq022,actfreq_sq004,actfreq_sq005,actfreq_sq024,actfreq_sq013,actfreq_sq017,actfreq_sq021,actfreq_sq022,tgovmeas_sq005,tgovmeas_sq006,concern_sq003,concern_sq005,concern_sq015,impacvd_sq007,impacvd_sq008,impacvd_sq009,impacvd_sq010,impacvd_sq018,impacvd_sq019,tinfoso_sq001,tinfoso_sq002,tinfoso_sq003,tinfoso_sq004,tinfoso_sq005,tinfoso_sq006,tinfoso_sq007,tinfoso_sq008,tinfoso_sq009,tinfoso_sq010,hecond_sq011,phyhe,menthe,smok,ecig,hebeh_sq001,hebeh_sq002,hebeh_sq003,whours,curemp,workrem,homeeasy,sickl,recgov_sq006,recgov_sq012,recgov_sq016,recgov_sq018,recgov_sq019,actfreq_sq006,actfreq_sq012,actfreq_sq016,actfreq_sq018,actfreq_sq019,tgovmeas_sq007,govmeas_1,govmeas_2,govmeas_3,govmeas_4,govmeas_5,govmeas_6,govmeas_7,govmeas_8,govmeas_9,govmeas_10,livekidsm,livead,livekids,actfreq_sq009,actfreq_sq025
2020-03-31 19:12:51.002,1,2020-03-31 18:59:42.999,2020-03-31 19:12:51.002,0,20.0,2.0,0,0,0,1,0,0,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,1,Antioquia,3.0,Medellín,2.0,2.0,,,,216534,20.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,130.0,1.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0,6.0,9.0,4.0,1.0,,,,,,0.0,3.0,0.0,1.0,1.0
2020-03-31 19:14:29.999,1,2020-03-31 19:03:00.000,2020-03-31 19:14:29.999,0,34.0,4.0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,2.0,2.0,1.0,,12.0,216534,34.0,1.0,2.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,3.0,3.0,2.0,48.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,2.0,7.0,1.0,8.0,6.0,9.0,,,,1.0,3.0,1.0,1.0,1.0
2020-03-31 19:16:16.997,1,2020-03-31 18:59:02.003,2020-03-31 19:16:16.997,0,26.0,4.0,0,0,0,0,0,1,1,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,1,1,Antioquia,3.0,Medellín,2.0,2.0,2.0,,1.0,216534,26.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,2.0,3.0,48.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0,9.0,5.0,7.0,8.0,10.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,,1.0
2020-03-31 19:17:57.998,1,2020-03-31 18:56:08.002,2020-03-31 19:17:57.998,0,48.0,4.0,0,0,0,0,0,1,0,0,,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Boyacá,3.0,Tunja,2.0,3.0,2.0,,1.0,216534,48.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,3.0,2.0,3.0,50.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,6.0,4.0,8.0,10.0,,,,,,,0.0,2.0,0.0,,1.0
2020-03-31 19:20:18.001,1,2020-03-31 19:10:05.002,2020-03-31 19:20:18.001,0,43.0,4.0,0,0,0,0,0,0,1,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Cundinamarca,3.0,Bogotá,2.0,3.0,,,2.0,216534,43.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,4.0,8.0,5.0,9.0,10.0,6.0,3.0,,,,0.0,1.0,0.0,1.0,1.0
2020-03-31 19:20:19.003,1,2020-03-31 19:00:09.999,2020-03-31 19:20:18.001,0,43.0,4.0,0,0,0,0,1,0,1,0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,,2,2,Atlántico,3.0,Barranquilla,2.0,2.0,2.0,,1.0,216534,43.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,48.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,7.0,9.0,10.0,5.0,4.0,6.0,1.0,3.0,8.0,2.0,2.0,0.0,2.0,,1.0
2020-03-31 19:23:08.002,1,2020-03-31 18:59:45.004,2020-03-31 19:23:08.002,0,42.0,4.0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,,2,2,Antioquia,3.0,Medellín,2.0,2.0,1.0,,1.0,216534,42.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,10.0,7.0,3.0,6.0,,,,,,,2.0,0.0,2.0,2.0,1.0
2020-03-31 19:26:37.997,1,2020-03-31 19:05:47.996,2020-03-31 19:26:37.997,1,30.0,3.0,0,0,0,0,1,0,0,0,,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,3,2,Antioquia,3.0,Medellín,,,1.0,,2.0,216534,30.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,7.0,6.0,10.0,9.0,,,,,,,0.0,4.0,0.0,,1.0
2020-03-31 19:27:36.999,1,2020-03-31 19:15:34.004,2020-03-31 19:27:36.999,1,24.0,3.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,1,1,Antioquia,3.0,Medellín,,3.0,1.0,,1.0,216534,24.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,2.0,2.0,3.0,48.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0,6.0,9.0,,,,,,,,0.0,2.0,0.0,1.0,1.0
2020-03-31 19:30:09.996,1,2020-03-31 19:08:55.000,2020-03-31 19:30:09.996,0,55.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,,1,1,Antioquia,3.0,Medellín,2.0,2.0,1.0,,1.0,216534,55.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,3.0,3.0,1.0,40.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,10.0,5.0,4.0,7.0,9.0,3.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
